% MTEX ODF
% crystal symmetry: "6/m"
% specimen symmetry: "-1"
% phi1    Phi     phi2    value
72.29508 57.50000 277.70492 0.00000
72.29508 57.50000 282.70492 0.00000
72.29508 57.50000 287.70492 0.00000
72.29508 57.50000 292.70492 0.00000
72.29508 57.50000 297.70492 0.00000
72.29508 57.50000 302.70492 0.00000
72.29508 57.50000 307.70492 0.00000
72.29508 57.50000 312.70492 0.00000
78.19672 57.50000 251.80328 0.00000
78.19672 57.50000 256.80328 0.00000
78.19672 57.50000 261.80328 0.00000
78.19672 57.50000 266.80328 0.00000
78.19672 57.50000 271.80328 0.00000
78.19672 57.50000 276.80328 0.00000
78.19672 57.50000 281.80328 0.00000
78.19672 57.50000 286.80328 0.00000
78.19672 57.50000 291.80328 0.00000
78.19672 57.50000 296.80328 0.00000
78.19672 57.50000 301.80328 0.00000
78.19672 57.50000 306.80328 0.00000
84.09836 57.50000 245.90164 0.00000
84.09836 57.50000 250.90164 0.00000
84.09836 57.50000 255.90164 0.00000
84.09836 57.50000 260.90164 0.00000
84.09836 57.50000 265.90164 0.00000
84.09836 57.50000 270.90164 0.00000
84.09836 57.50000 275.90164 0.00000
84.09836 57.50000 280.90164 0.00000
84.09836 57.50000 285.90164 0.00000
84.09836 57.50000 290.90164 0.00000
84.09836 57.50000 295.90164 0.00000
84.09836 57.50000 300.90164 0.00000
92.81250 62.50000 237.18750 0.00000
92.81250 62.50000 242.18750 0.00000
92.81250 62.50000 247.18750 0.00000
92.81250 62.50000 252.18750 0.00000
92.81250 62.50000 257.18750 0.00000
92.81250 62.50000 262.18750 0.00000
92.81250 62.50000 267.18750 0.00000
92.81250 62.50000 272.18750 0.00000
92.81250 62.50000 277.18750 0.00000
92.81250 62.50000 282.18750 0.00000
92.81250 62.50000 287.18750 0.00000
92.81250 62.50000 292.18750 0.00000
98.43750 62.50000 231.56250 0.00000
98.43750 62.50000 236.56250 0.00000
98.43750 62.50000 241.56250 0.00000
98.43750 62.50000 246.56250 0.00000
98.43750 62.50000 251.56250 0.00000
98.43750 62.50000 256.56250 0.00000
98.43750 62.50000 261.56250 0.00000
98.43750 62.50000 266.56250 0.00000
98.43750 62.50000 271.56250 0.00000
98.43750 62.50000 276.56250 0.00000
98.43750 62.50000 281.56250 0.00000
98.43750 62.50000 286.56250 0.00000
104.06250 62.50000 225.93750 0.00000
104.06250 62.50000 230.93750 0.00000
104.06250 62.50000 235.93750 0.00000
104.06250 62.50000 240.93750 0.00000
104.06250 62.50000 245.93750 0.00000
104.06250 62.50000 250.93750 0.00000
104.06250 62.50000 255.93750 0.00000
104.06250 62.50000 260.93750 0.00000
104.06250 62.50000 265.93750 0.00000
104.06250 62.50000 270.93750 0.00000
104.06250 62.50000 275.93750 0.00000
104.06250 62.50000 280.93750 0.00000
109.68750 62.50000 220.31250 0.00000
109.68750 62.50000 225.31250 0.00000
109.68750 62.50000 230.31250 0.00000
109.68750 62.50000 235.31250 0.00000
109.68750 62.50000 240.31250 0.00000
109.68750 62.50000 245.31250 0.00000
109.68750 62.50000 250.31250 0.00000
109.68750 62.50000 255.31250 0.00000
109.68750 62.50000 260.31250 0.00000
109.68750 62.50000 265.31250 0.00000
109.68750 62.50000 270.31250 0.00000
109.68750 62.50000 275.31250 0.00000
115.31250 62.50000 214.68750 0.00000
115.31250 62.50000 219.68750 0.00000
115.31250 62.50000 224.68750 0.00000
115.31250 62.50000 229.68750 0.00000
115.31250 62.50000 234.68750 0.00000
115.31250 62.50000 239.68750 0.00000
115.31250 62.50000 244.68750 0.00000
115.31250 62.50000 249.68750 0.00000
115.31250 62.50000 254.68750 0.00000
115.31250 62.50000 259.68750 0.00000
115.31250 62.50000 264.68750 0.00000
115.31250 62.50000 269.68750 0.00000
120.93750 62.50000 209.06250 0.00000
120.93750 62.50000 214.06250 0.00000
120.93750 62.50000 219.06250 0.00000
120.93750 62.50000 224.06250 0.00000
120.93750 62.50000 229.06250 0.00000
120.93750 62.50000 234.06250 0.00000
120.93750 62.50000 239.06250 0.00000
120.93750 62.50000 244.06250 0.00000
120.93750 62.50000 249.06250 0.00000
120.93750 62.50000 254.06250 0.00000
120.93750 62.50000 259.06250 0.00000
120.93750 62.50000 264.06250 0.00000
126.56250 62.50000 203.43750 0.00000
126.56250 62.50000 208.43750 0.00000
126.56250 62.50000 213.43750 0.00000
126.56250 62.50000 218.43750 0.00000
126.56250 62.50000 223.43750 0.00000
126.56250 62.50000 228.43750 0.00000
126.56250 62.50000 233.43750 0.00000
126.56250 62.50000 238.43750 0.00000
126.56250 62.50000 243.43750 0.00000
126.56250 62.50000 248.43750 0.00000
126.56250 62.50000 253.43750 0.00000
126.56250 62.50000 258.43750 0.00000
132.18750 62.50000 197.81250 0.00000
132.18750 62.50000 202.81250 0.00000
132.18750 62.50000 207.81250 0.00000
132.18750 62.50000 212.81250 0.00000
132.18750 62.50000 217.81250 0.00000
132.18750 62.50000 222.81250 0.00000
132.18750 62.50000 227.81250 0.00000
132.18750 62.50000 232.81250 0.00000
132.18750 62.50000 237.81250 0.00000
132.18750 62.50000 242.81250 0.00000
132.18750 62.50000 247.81250 0.00000
132.18750 62.50000 252.81250 0.00000
137.81250 62.50000 192.18750 0.00000
137.81250 62.50000 197.18750 0.00000
137.81250 62.50000 202.18750 0.00000
137.81250 62.50000 207.18750 0.00000
137.81250 62.50000 212.18750 0.00000
137.81250 62.50000 217.18750 0.00000
137.81250 62.50000 222.18750 0.00000
137.81250 62.50000 227.18750 0.00000
137.81250 62.50000 232.18750 0.00000
137.81250 62.50000 237.18750 0.00000
137.81250 62.50000 242.18750 0.00000
137.81250 62.50000 247.18750 0.00000
143.43750 62.50000 186.56250 0.00000
143.43750 62.50000 191.56250 0.00000
143.43750 62.50000 196.56250 0.00000
143.43750 62.50000 201.56250 0.00000
143.43750 62.50000 206.56250 0.00000
143.43750 62.50000 211.56250 0.00000
143.43750 62.50000 216.56250 0.00000
143.43750 62.50000 221.56250 0.00000
143.43750 62.50000 226.56250 0.00000
143.43750 62.50000 231.56250 0.00000
143.43750 62.50000 236.56250 0.00000
143.43750 62.50000 241.56250 0.00000
149.06250 62.50000 180.93750 0.00000
149.06250 62.50000 185.93750 0.00000
149.06250 62.50000 190.93750 0.00000
149.06250 62.50000 195.93750 0.00000
149.06250 62.50000 200.93750 0.00000
149.06250 62.50000 205.93750 0.00000
149.06250 62.50000 210.93750 0.00000
149.06250 62.50000 215.93750 0.00000
149.06250 62.50000 220.93750 0.00000
149.06250 62.50000 225.93750 0.00000
149.06250 62.50000 230.93750 0.00000
149.06250 62.50000 235.93750 0.00000
154.68750 62.50000 175.31250 0.00000
154.68750 62.50000 180.31250 0.00000
154.68750 62.50000 185.31250 0.00000
154.68750 62.50000 190.31250 0.00000
154.68750 62.50000 195.31250 0.00000
154.68750 62.50000 200.31250 0.00000
154.68750 62.50000 205.31250 0.00000
154.68750 62.50000 210.31250 0.00000
154.68750 62.50000 215.31250 0.00000
154.68750 62.50000 220.31250 0.00000
154.68750 62.50000 225.31250 0.00000
154.68750 62.50000 230.31250 0.00000
160.31250 62.50000 169.68750 0.00000
160.31250 62.50000 174.68750 0.00000
160.31250 62.50000 179.68750 0.00000
160.31250 62.50000 184.68750 0.00000
160.31250 62.50000 189.68750 0.00000
160.31250 62.50000 194.68750 0.00000
160.31250 62.50000 199.68750 0.00000
160.31250 62.50000 204.68750 0.00000
160.31250 62.50000 209.68750 0.00000
160.31250 62.50000 214.68750 0.00000
160.31250 62.50000 219.68750 0.00000
160.31250 62.50000 224.68750 0.00000
165.93750 62.50000 164.06250 0.00000
165.93750 62.50000 169.06250 0.00000
165.93750 62.50000 174.06250 0.00000
165.93750 62.50000 179.06250 0.00000
165.93750 62.50000 184.06250 0.00000
165.93750 62.50000 189.06250 0.00000
165.93750 62.50000 194.06250 0.00000
165.93750 62.50000 199.06250 0.00000
165.93750 62.50000 204.06250 0.00000
165.93750 62.50000 209.06250 0.00000
165.93750 62.50000 214.06250 0.00000
165.93750 62.50000 219.06250 0.00000
171.56250 62.50000 158.43750 0.00000
171.56250 62.50000 163.43750 0.00000
171.56250 62.50000 168.43750 0.00000
171.56250 62.50000 173.43750 0.00000
171.56250 62.50000 178.43750 0.00000
171.56250 62.50000 183.43750 0.00000
171.56250 62.50000 188.43750 0.00000
171.56250 62.50000 193.43750 0.00000
171.56250 62.50000 198.43750 0.00000
171.56250 62.50000 203.43750 0.00000
171.56250 62.50000 208.43750 0.00000
171.56250 62.50000 213.43750 0.00000
177.18750 62.50000 152.81250 0.00000
177.18750 62.50000 157.81250 0.00000
177.18750 62.50000 162.81250 0.00000
177.18750 62.50000 167.81250 0.00000
177.18750 62.50000 172.81250 0.00000
177.18750 62.50000 177.81250 0.00000
177.18750 62.50000 182.81250 0.00000
177.18750 62.50000 187.81250 0.00000
177.18750 62.50000 192.81250 0.00000
177.18750 62.50000 197.81250 0.00000
177.18750 62.50000 202.81250 0.00000
177.18750 62.50000 207.81250 0.00000
182.81250 62.50000 147.18750 0.00000
182.81250 62.50000 152.18750 0.00000
182.81250 62.50000 157.18750 0.00000
182.81250 62.50000 162.18750 0.00000
182.81250 62.50000 167.18750 0.00000
182.81250 62.50000 172.18750 0.00000
182.81250 62.50000 177.18750 0.00000
182.81250 62.50000 182.18750 0.00000
182.81250 62.50000 187.18750 0.00000
182.81250 62.50000 192.18750 0.00000
182.81250 62.50000 197.18750 0.00000
182.81250 62.50000 202.18750 0.00000
188.43750 62.50000 141.56250 0.00000
188.43750 62.50000 146.56250 0.00000
188.43750 62.50000 151.56250 0.00000
188.43750 62.50000 156.56250 0.00000
188.43750 62.50000 161.56250 0.00000
188.43750 62.50000 166.56250 0.00000
188.43750 62.50000 171.56250 0.00000
188.43750 62.50000 176.56250 0.00000
188.43750 62.50000 181.56250 0.00000
188.43750 62.50000 186.56250 0.00000
188.43750 62.50000 191.56250 0.00000
188.43750 62.50000 196.56250 0.00000
194.06250 62.50000 135.93750 0.00000
194.06250 62.50000 140.93750 0.00000
194.06250 62.50000 145.93750 0.00000
194.06250 62.50000 150.93750 0.00000
194.06250 62.50000 155.93750 0.00000
194.06250 62.50000 160.93750 0.00000
194.06250 62.50000 165.93750 0.00000
194.06250 62.50000 170.93750 0.00000
194.06250 62.50000 175.93750 0.00000
194.06250 62.50000 180.93750 0.00000
194.06250 62.50000 185.93750 0.00000
194.06250 62.50000 190.93750 0.00000
199.68750 62.50000 130.31250 0.00000
199.68750 62.50000 135.31250 0.00000
199.68750 62.50000 140.31250 0.00000
199.68750 62.50000 145.31250 0.00000
199.68750 62.50000 150.31250 0.00000
199.68750 62.50000 155.31250 0.00000
199.68750 62.50000 160.31250 0.00000
199.68750 62.50000 165.31250 0.00000
199.68750 62.50000 170.31250 0.00000
199.68750 62.50000 175.31250 0.00000
199.68750 62.50000 180.31250 0.00000
199.68750 62.50000 185.31250 0.00000
205.31250 62.50000 124.68750 0.00000
205.31250 62.50000 129.68750 0.00000
205.31250 62.50000 134.68750 0.00000
205.31250 62.50000 139.68750 0.00000
205.31250 62.50000 144.68750 0.00000
205.31250 62.50000 149.68750 0.00000
205.31250 62.50000 154.68750 0.00000
205.31250 62.50000 159.68750 0.00000
205.31250 62.50000 164.68750 0.00000
205.31250 62.50000 169.68750 0.00000
205.31250 62.50000 174.68750 0.00000
205.31250 62.50000 179.68750 0.00000
210.93750 62.50000 119.06250 0.00000
210.93750 62.50000 124.06250 0.00000
210.93750 62.50000 129.06250 0.00000
210.93750 62.50000 134.06250 0.00000
210.93750 62.50000 139.06250 0.00000
210.93750 62.50000 144.06250 0.00000
210.93750 62.50000 149.06250 0.00000
210.93750 62.50000 154.06250 0.00000
210.93750 62.50000 159.06250 0.00000
210.93750 62.50000 164.06250 0.00000
210.93750 62.50000 169.06250 0.00000
210.93750 62.50000 174.06250 0.00000
216.56250 62.50000 113.43750 0.00000
216.56250 62.50000 118.43750 0.00000
216.56250 62.50000 123.43750 0.00000
216.56250 62.50000 128.43750 0.00000
216.56250 62.50000 133.43750 0.00000
216.56250 62.50000 138.43750 0.00000
216.56250 62.50000 143.43750 0.00000
216.56250 62.50000 148.43750 0.00000
216.56250 62.50000 153.43750 0.00000
216.56250 62.50000 158.43750 0.00000
216.56250 62.50000 163.43750 0.00000
216.56250 62.50000 168.43750 0.00000
222.18750 62.50000 107.81250 0.00000
222.18750 62.50000 112.81250 0.00000
222.18750 62.50000 117.81250 0.00000
222.18750 62.50000 122.81250 0.00000
222.18750 62.50000 127.81250 0.00000
222.18750 62.50000 132.81250 0.00000
222.18750 62.50000 137.81250 0.00000
222.18750 62.50000 142.81250 0.00000
222.18750 62.50000 147.81250 0.00000
222.18750 62.50000 152.81250 0.00000
222.18750 62.50000 157.81250 0.00000
222.18750 62.50000 162.81250 0.00000
227.81250 62.50000 102.18750 0.00000
227.81250 62.50000 107.18750 0.00000
227.81250 62.50000 112.18750 0.00000
227.81250 62.50000 117.18750 0.00000
227.81250 62.50000 122.18750 0.00000
227.81250 62.50000 127.18750 0.00000
227.81250 62.50000 132.18750 0.00000
227.81250 62.50000 137.18750 0.00000
227.81250 62.50000 142.18750 0.00000
227.81250 62.50000 147.18750 0.00000
227.81250 62.50000 152.18750 0.00000
227.81250 62.50000 157.18750 0.00000
233.43750 62.50000 96.56250 0.00000
233.43750 62.50000 101.56250 0.00000
233.43750 62.50000 106.56250 0.00000
233.43750 62.50000 111.56250 0.00000
233.43750 62.50000 116.56250 0.00000
233.43750 62.50000 121.56250 0.00000
233.43750 62.50000 126.56250 0.00000
233.43750 62.50000 131.56250 0.00000
233.43750 62.50000 136.56250 0.00000
233.43750 62.50000 141.56250 0.00000
233.43750 62.50000 146.56250 0.00000
233.43750 62.50000 151.56250 0.00000
239.06250 62.50000 90.93750 0.00000
239.06250 62.50000 95.93750 0.00000
239.06250 62.50000 100.93750 0.00000
239.06250 62.50000 105.93750 0.00000
239.06250 62.50000 110.93750 0.00000
239.06250 62.50000 115.93750 0.00000
239.06250 62.50000 120.93750 0.00000
239.06250 62.50000 125.93750 0.00000
239.06250 62.50000 130.93750 0.00000
239.06250 62.50000 135.93750 0.00000
239.06250 62.50000 140.93750 0.00000
239.06250 62.50000 145.93750 0.00000
244.68750 62.50000 85.31250 0.00000
244.68750 62.50000 90.31250 0.00000
244.68750 62.50000 95.31250 0.00000
244.68750 62.50000 100.31250 0.00000
244.68750 62.50000 105.31250 0.00000
244.68750 62.50000 110.31250 0.00000
244.68750 62.50000 115.31250 0.00000
244.68750 62.50000 120.31250 0.00000
244.68750 62.50000 125.31250 0.00000
244.68750 62.50000 130.31250 0.00000
244.68750 62.50000 135.31250 0.00000
244.68750 62.50000 140.31250 0.00000
250.31250 62.50000 79.68750 0.00000
250.31250 62.50000 84.68750 0.00000
250.31250 62.50000 89.68750 0.00000
250.31250 62.50000 94.68750 0.00000
250.31250 62.50000 99.68750 0.00000
250.31250 62.50000 104.68750 0.00000
250.31250 62.50000 109.68750 0.00000
250.31250 62.50000 114.68750 0.00000
250.31250 62.50000 119.68750 0.00000
250.31250 62.50000 124.68750 0.00000
250.31250 62.50000 129.68750 0.00000
250.31250 62.50000 134.68750 0.00000
255.93750 62.50000 74.06250 0.00000
255.93750 62.50000 79.06250 0.00000
255.93750 62.50000 84.06250 0.00000
255.93750 62.50000 89.06250 0.00000
255.93750 62.50000 94.06250 0.00000
255.93750 62.50000 99.06250 0.00000
255.93750 62.50000 104.06250 0.00000
255.93750 62.50000 109.06250 0.00000
255.93750 62.50000 114.06250 0.00000
255.93750 62.50000 119.06250 0.00000
255.93750 62.50000 124.06250 0.00000
255.93750 62.50000 129.06250 0.00000
261.56250 62.50000 68.43750 0.00000
261.56250 62.50000 73.43750 0.00000
261.56250 62.50000 78.43750 0.00000
261.56250 62.50000 83.43750 0.00000
261.56250 62.50000 88.43750 0.00000
261.56250 62.50000 93.43750 0.00000
261.56250 62.50000 98.43750 0.00000
261.56250 62.50000 103.43750 0.00000
261.56250 62.50000 108.43750 0.00000
261.56250 62.50000 113.43750 0.00000
261.56250 62.50000 118.43750 0.00000
261.56250 62.50000 123.43750 0.00000
267.18750 62.50000 62.81250 0.00000
267.18750 62.50000 67.81250 0.00000
267.18750 62.50000 72.81250 0.00000
267.18750 62.50000 77.81250 0.00000
267.18750 62.50000 82.81250 0.00000
267.18750 62.50000 87.81250 0.00000
267.18750 62.50000 92.81250 0.00000
267.18750 62.50000 97.81250 0.00000
267.18750 62.50000 102.81250 0.00000
267.18750 62.50000 107.81250 0.00000
267.18750 62.50000 112.81250 0.00000
267.18750 62.50000 117.81250 0.00000
272.81250 62.50000 57.18750 0.00000
272.81250 62.50000 62.18750 0.00000
272.81250 62.50000 67.18750 0.00000
272.81250 62.50000 72.18750 0.00000
272.81250 62.50000 77.18750 0.00000
272.81250 62.50000 82.18750 0.00000
272.81250 62.50000 87.18750 0.00000
272.81250 62.50000 92.18750 0.00000
272.81250 62.50000 97.18750 0.00000
272.81250 62.50000 102.18750 0.00000
272.81250 62.50000 107.18750 0.00000
272.81250 62.50000 112.18750 0.00000
278.43750 62.50000 51.56250 0.00000
278.43750 62.50000 56.56250 0.00000
278.43750 62.50000 61.56250 0.00000
278.43750 62.50000 66.56250 0.00000
278.43750 62.50000 71.56250 0.00000
278.43750 62.50000 76.56250 0.00000
278.43750 62.50000 81.56250 0.00000
278.43750 62.50000 86.56250 0.00000
278.43750 62.50000 91.56250 0.00000
278.43750 62.50000 96.56250 0.00000
278.43750 62.50000 101.56250 0.00000
278.43750 62.50000 106.56250 0.00000
284.06250 62.50000 45.93750 0.00000
284.06250 62.50000 50.93750 0.00000
284.06250 62.50000 55.93750 0.00000
284.06250 62.50000 60.93750 0.00000
284.06250 62.50000 65.93750 0.00000
284.06250 62.50000 70.93750 0.00000
284.06250 62.50000 75.93750 0.00000
284.06250 62.50000 80.93750 0.00000
284.06250 62.50000 85.93750 0.00000
284.06250 62.50000 90.93750 0.00000
284.06250 62.50000 95.93750 0.00000
284.06250 62.50000 100.93750 0.00000
289.68750 62.50000 40.31250 0.00000
289.68750 62.50000 45.31250 0.00000
289.68750 62.50000 50.31250 0.00000
289.68750 62.50000 55.31250 0.00000
289.68750 62.50000 60.31250 0.00000
289.68750 62.50000 65.31250 0.00000
289.68750 62.50000 70.31250 0.00000
289.68750 62.50000 75.31250 0.00000
289.68750 62.50000 80.31250 0.00000
289.68750 62.50000 85.31250 0.00000
289.68750 62.50000 90.31250 0.00000
289.68750 62.50000 95.31250 0.00000
295.31250 62.50000 34.68750 0.00000
295.31250 62.50000 39.68750 0.00000
295.31250 62.50000 44.68750 0.00000
295.31250 62.50000 49.68750 0.00000
295.31250 62.50000 54.68750 0.00000
295.31250 62.50000 59.68750 0.00000
295.31250 62.50000 64.68750 0.00000
295.31250 62.50000 69.68750 0.00000
295.31250 62.50000 74.68750 0.00000
295.31250 62.50000 79.68750 0.00000
295.31250 62.50000 84.68750 0.00000
295.31250 62.50000 89.68750 0.00000
300.93750 62.50000 29.06250 0.00000
300.93750 62.50000 34.06250 0.00000
300.93750 62.50000 39.06250 0.00000
300.93750 62.50000 44.06250 0.00000
300.93750 62.50000 49.06250 0.00000
300.93750 62.50000 54.06250 0.00000
300.93750 62.50000 59.06250 0.00000
300.93750 62.50000 64.06250 0.00000
300.93750 62.50000 69.06250 0.00000
300.93750 62.50000 74.06250 0.00000
300.93750 62.50000 79.06250 0.00000
300.93750 62.50000 84.06250 0.00000
306.56250 62.50000 23.43750 0.00000
306.56250 62.50000 28.43750 0.00000
306.56250 62.50000 33.43750 0.00000
306.56250 62.50000 38.43750 0.00000
306.56250 62.50000 43.43750 0.00000
306.56250 62.50000 48.43750 0.00000
306.56250 62.50000 53.43750 0.00000
306.56250 62.50000 58.43750 0.00000
306.56250 62.50000 63.43750 0.00000
306.56250 62.50000 68.43750 0.00000
306.56250 62.50000 73.43750 0.00000
306.56250 62.50000 78.43750 0.00000
312.18750 62.50000 17.81250 0.00000
312.18750 62.50000 22.81250 0.00000
312.18750 62.50000 27.81250 0.00000
312.18750 62.50000 32.81250 0.00000
312.18750 62.50000 37.81250 0.00000
312.18750 62.50000 42.81250 0.00000
312.18750 62.50000 47.81250 0.00000
312.18750 62.50000 52.81250 0.00000
312.18750 62.50000 57.81250 0.00000
312.18750 62.50000 62.81250 0.00000
312.18750 62.50000 67.81250 0.00000
312.18750 62.50000 72.81250 0.00000
317.81250 62.50000 12.18750 0.00000
317.81250 62.50000 17.18750 0.00000
317.81250 62.50000 22.18750 0.00000
317.81250 62.50000 27.18750 0.00000
317.81250 62.50000 32.18750 0.00000
317.81250 62.50000 37.18750 0.00000
317.81250 62.50000 42.18750 0.00000
317.81250 62.50000 47.18750 0.00000
317.81250 62.50000 52.18750 0.00000
317.81250 62.50000 57.18750 0.00000
317.81250 62.50000 62.18750 0.00000
317.81250 62.50000 67.18750 0.00000
323.43750 62.50000 6.56250 0.00000
323.43750 62.50000 11.56250 0.00000
323.43750 62.50000 16.56250 0.00000
323.43750 62.50000 21.56250 0.00000
323.43750 62.50000 26.56250 0.00000
323.43750 62.50000 31.56250 0.00000
323.43750 62.50000 36.56250 0.00000
323.43750 62.50000 41.56250 0.00000
323.43750 62.50000 46.56250 0.00000
323.43750 62.50000 51.56250 0.00000
323.43750 62.50000 56.56250 0.00000
323.43750 62.50000 61.56250 0.00000
329.06250 62.50000 0.93750 0.00000
329.06250 62.50000 5.93750 0.00000
329.06250 62.50000 10.93750 0.00000
329.06250 62.50000 15.93750 0.00000
329.06250 62.50000 20.93750 0.00000
329.06250 62.50000 25.93750 0.00000
329.06250 62.50000 30.93750 0.00000
329.06250 62.50000 35.93750 0.00000
329.06250 62.50000 40.93750 0.00000
329.06250 62.50000 45.93750 0.00000
329.06250 62.50000 50.93750 0.00000
329.06250 62.50000 55.93750 0.00000
334.68750 62.50000 355.31250 0.00000
334.68750 62.50000 0.31250 0.00000
334.68750 62.50000 5.31250 0.00000
334.68750 62.50000 10.31250 0.00000
334.68750 62.50000 15.31250 0.00000
334.68750 62.50000 20.31250 0.00000
334.68750 62.50000 25.31250 0.00000
334.68750 62.50000 30.31250 0.00000
334.68750 62.50000 35.31250 0.00000
334.68750 62.50000 40.31250 0.00000
334.68750 62.50000 45.31250 0.00000
334.68750 62.50000 50.31250 0.00000
340.31250 62.50000 349.68750 0.00000
340.31250 62.50000 354.68750 0.00000
340.31250 62.50000 359.68750 0.00000
340.31250 62.50000 4.68750 0.00000
340.31250 62.50000 9.68750 0.00000
340.31250 62.50000 14.68750 0.00000
340.31250 62.50000 19.68750 0.00000
340.31250 62.50000 24.68750 0.00000
340.31250 62.50000 29.68750 0.00000
340.31250 62.50000 34.68750 0.00000
340.31250 62.50000 39.68750 0.00000
340.31250 62.50000 44.68750 0.00000
345.93750 62.50000 344.06250 0.00000
345.93750 62.50000 349.06250 0.00000
345.93750 62.50000 354.06250 0.00000
345.93750 62.50000 359.06250 0.00000
345.93750 62.50000 4.06250 0.00000
345.93750 62.50000 9.06250 0.00000
345.93750 62.50000 14.06250 0.00000
345.93750 62.50000 19.06250 0.00000
345.93750 62.50000 24.06250 0.00000
345.93750 62.50000 29.06250 0.00000
345.93750 62.50000 34.06250 0.00000
345.93750 62.50000 39.06250 0.00000
351.56250 62.50000 338.43750 0.00000
351.56250 62.50000 343.43750 0.00000
351.56250 62.50000 348.43750 0.00000
351.56250 62.50000 353.43750 0.00000
351.56250 62.50000 358.43750 0.00000
351.56250 62.50000 3.43750 0.00000
351.56250 62.50000 8.43750 0.00000
351.56250 62.50000 13.43750 0.00000
351.56250 62.50000 18.43750 0.00000
351.56250 62.50000 23.43750 0.00000
351.56250 62.50000 28.43750 0.00000
351.56250 62.50000 33.43750 0.00000
357.18750 62.50000 332.81250 0.00000
357.18750 62.50000 337.81250 0.00000
357.18750 62.50000 342.81250 0.00000
357.18750 62.50000 347.81250 0.00000
357.18750 62.50000 352.81250 0.00000
357.18750 62.50000 357.81250 0.00000
357.18750 62.50000 2.81250 0.00000
357.18750 62.50000 7.81250 0.00000
357.18750 62.50000 12.81250 0.00000
357.18750 62.50000 17.81250 0.00000
357.18750 62.50000 22.81250 0.00000
357.18750 62.50000 27.81250 0.00000
2.81250 62.50000 327.18750 0.00000
2.81250 62.50000 332.18750 0.00000
2.81250 62.50000 337.18750 0.00000
2.81250 62.50000 342.18750 0.00000
2.81250 62.50000 347.18750 0.00000
2.81250 62.50000 352.18750 0.00000
2.81250 62.50000 357.18750 0.00000
2.81250 62.50000 2.18750 0.00000
2.81250 62.50000 7.18750 0.00000
2.81250 62.50000 12.18750 0.00000
2.81250 62.50000 17.18750 0.00000
2.81250 62.50000 22.18750 0.00000
8.43750 62.50000 321.56250 0.00000
8.43750 62.50000 326.56250 0.00000
8.43750 62.50000 331.56250 0.00000
8.43750 62.50000 336.56250 0.00000
8.43750 62.50000 341.56250 0.00000
8.43750 62.50000 346.56250 0.00000
8.43750 62.50000 351.56250 0.00000
8.43750 62.50000 356.56250 0.00000
8.43750 62.50000 1.56250 0.00000
8.43750 62.50000 6.56250 0.00000
8.43750 62.50000 11.56250 0.00000
8.43750 62.50000 16.56250 0.00000
14.06250 62.50000 315.93750 0.00000
14.06250 62.50000 320.93750 0.00000
14.06250 62.50000 325.93750 0.00000
14.06250 62.50000 330.93750 0.00000
14.06250 62.50000 335.93750 0.00000
14.06250 62.50000 340.93750 0.00000
14.06250 62.50000 345.93750 0.00000
14.06250 62.50000 350.93750 0.00000
14.06250 62.50000 355.93750 0.00000
14.06250 62.50000 0.93750 0.00000
14.06250 62.50000 5.93750 0.00000
14.06250 62.50000 10.93750 0.00000
19.68750 62.50000 310.31250 0.00000
19.68750 62.50000 315.31250 0.00000
19.68750 62.50000 320.31250 0.00000
19.68750 62.50000 325.31250 0.00000
19.68750 62.50000 330.31250 0.00000
19.68750 62.50000 335.31250 0.00000
19.68750 62.50000 340.31250 0.00000
19.68750 62.50000 345.31250 0.00000
19.68750 62.50000 350.31250 0.00000
19.68750 62.50000 355.31250 0.00000
19.68750 62.50000 0.31250 0.00000
19.68750 62.50000 5.31250 0.00000
25.31250 62.50000 304.68750 0.00000
25.31250 62.50000 309.68750 0.00000
25.31250 62.50000 314.68750 0.00000
25.31250 62.50000 319.68750 0.00000
25.31250 62.50000 324.68750 0.00000
25.31250 62.50000 329.68750 0.00000
25.31250 62.50000 334.68750 0.00000
25.31250 62.50000 339.68750 0.00000
25.31250 62.50000 344.68750 0.00000
25.31250 62.50000 349.68750 0.00000
25.31250 62.50000 354.68750 0.00000
25.31250 62.50000 359.68750 0.00000
30.93750 62.50000 299.06250 0.00000
30.93750 62.50000 304.06250 0.00000
30.93750 62.50000 309.06250 0.00000
30.93750 62.50000 314.06250 0.00000
30.93750 62.50000 319.06250 0.00000
30.93750 62.50000 324.06250 0.00000
30.93750 62.50000 329.06250 0.00000
30.93750 62.50000 334.06250 0.00000
30.93750 62.50000 339.06250 0.00000
30.93750 62.50000 344.06250 0.00000
30.93750 62.50000 349.06250 0.00000
30.93750 62.50000 354.06250 0.00000
36.56250 62.50000 293.43750 0.00000
36.56250 62.50000 298.43750 0.00000
36.56250 62.50000 303.43750 0.00000
36.56250 62.50000 308.43750 0.00000
36.56250 62.50000 313.43750 0.00000
36.56250 62.50000 318.43750 0.00000
36.56250 62.50000 323.43750 0.00000
36.56250 62.50000 328.43750 0.00000
36.56250 62.50000 333.43750 0.00000
36.56250 62.50000 338.43750 0.00000
36.56250 62.50000 343.43750 0.00000
36.56250 62.50000 348.43750 0.00000
42.18750 62.50000 287.81250 0.00000
42.18750 62.50000 292.81250 0.00000
42.18750 62.50000 297.81250 0.00000
42.18750 62.50000 302.81250 0.00000
42.18750 62.50000 307.81250 0.00000
